ano	estado	municipio	partido	prefeito
2000	BA	CORACAO DE MARIA	PL	FRANCISCO ANTONIO MOREIRA MARQUES
2000	RS	MATA	PP	Welton Raci Malgarin da Costa
2004	PB	SAO JOSE DE PIRANHAS	PL	JOSE FERREIRA DE CARVALHO
2012	PB	PRATA	PMDB	ANTONIO COSTA NOBREGA JUNIOR
1996	SP	PONTES GESTAL	PSDB	JOAO FERNANDO PEREIRA DA SILVA
2000	PB	DUAS ESTRADAS	PFL	HêLIO FREIRE DOS SANTOS
2000	SP	JUMIRIM	PMDB	DARCI SCHIAVI
2004	RS	PAULO BENTO	PL	PEDRO LORENZI
2012	RS	PARA?	PT	JEREMIAS TREVISAN
2000	MG	BELO VALE	PSDB	MatuzalÇm de Castro Braga
2004	TO	PIUM	PSDB	NILTON BANDEIRA FRANCO
2012	TO	ARAGUAÄU	PSDB	LUZIANO PEREIRA ROCHA
1996	RS	PIRATINI	PMDB	PAULO JESUS GOULART BORGES
1996	SE	NEOPOLIS	PFL	AMINTAS DINIZ TOJAL DANTAS
2004	RS	SAO SEPE	PP	ARNO CLERI REINSTEIN SCHRODER
2012	RS	S?O MARTINHO	PMDB	ARACI ZELIA KOLLING IRBER
1996	SC	CAMBORIU	PMDB	WILSON PLAUTZ
2000	MG	RIO CASCA	PFL	RAIMUNDO ALBERTO GOMES
2004	MG	TEIXEIRAS	PL	JOSE DIOGO DRUMOND NETO
2012	MG	TEIXEIRAS	PSB	FRANCISCO M?RCIO DA SILVA TEIXEIRA
2004	PE	TEREZINHA	PFL	EZA? GOMES DA SILVA
2004	PR	PIRAI DO SUL	PMDB	VALENTIM ZANELLO MILêO
2004	SE	CARIRA	PFL	JO?O BOSCO MACHADO
2012	PE	TUPANATINGA	PT	MANOEL TOMê CAVALCANTE NETO
2012	PR	PORTO BARREIRO	PSDB	MARINEZ BALDIN CROTTI
2012	SE	CANHOBA	PR	ELINALDA PEREIRA SANTOS DO BOMFIM
2008	MG	GUIRICEMA	DEM	ANT?NIO VAZ DE MELO
2008	MG	RECREIO	PT	FERNANDO DE ALMEIDA COIMBRA
2008	MG	S?O JOSê DO JACURI	PT	JOSê DE F?TIMA OLIVEIRA
2008	MG	V?RZEA DA PALMA	DEM	LUIZ ANTONIO PULCHêRIO LOPES CONDE BASTOS REGO MATOS DE SOUSA
2008	PA	BONITO	PR	ANTONIO CORREA NETO
2008	SE	AMPARO DE S?O FRANCISCO	PSB	ATEVALDO VER?SSIMO CARDOSO
2000	MG	SANTO ANTONIO DO MONTE	PSDB	WILMAR DE OLIVEIRA FILHO
2000	PE	CUMARU	PFL	EDUARDO GONÄALVES TABOSA J?NIOR
1996	MG	NOVA LIMA	PFL	VITOR PENIDO DE BARROS
1996	PB	EMAS	PDT	JOAO CARTAXO LOUREIRO
2004	PB	INGA	PP	ANT?NIO DE MIRANDA BURITY
2012	PB	CAPIM	PMDB	EDVALDO CARLOS FREIRE JUNIOR
2004	PI	BAIXA GRANDE DO RIBEIRO	PP	ALDI BORGES DOS SANTOS
2012	PI	BONFIM DO PIAU?	PTB	PAULO HENRIQUE RIBEIRO
2004	PR	SARANDI	PT	APARECIDO FARIAS SPADA
2004	SP	AVANHANDAVA	PFL	GINO CORBUCCI FILHO
2012	PR	SULINA	PSDB	ALMIR MACIEL COSTA
2012	SE	CEDRO DE S?O JO?O	DEM	CLAUDIONOR VIEIRA DE MELO
2004	MG	SAO JOAO DO MANHUACU	PL	JOSE MIRANDA BARBOSA
2012	MG	S?O PEDRO DA UNI?O	PT	LOURIVAL JOSê DE SALES
2000	MG	ALFREDO VASCONCELOS	PRP	AGOSTINHO RONALDO DE ARAUJO
2004	CE	CARIRE	PSDB	LEANDRO PONTE DIAS
2012	CE	COREA?	PSD	ERIKA FROTA MONTE COELHO CRISTINO
1996	PB	RIACHO DOS CAVALOS	PMDB	NAPOLEAO SUASSUNA LAUREANO
2000	PR	TAPEJARA	PMDB	KAZUHIRO TOMINAGA
2004	PE	QUIXABA	PMDB	EDMILSON PEREIRA DOS SANTOS
2004	RN	JARDIM DE PIRANHAS	PDT	ANT?NIO SOARES DE ARA?JO
2008	MA	NOVA COLINAS	PDT	RAIMUNDO NONATO REGO RIBEIRO
2008	PI	PAVUSSU	PC do B	ELIAS FERREIRA NETO
2008	PR	CêU AZUL	PSC	JOSê ENERON DA SILVA TELLES
2008	RS	VEN?NCIO AIRES	PDT	AIRTON LUIZ ARTUS
2008	SP	ARAÄARIGUAMA	PSDB	ROQUE NORMELIO HOFFMANN
2012	PE	PEDRA	PTB	JOSE TEN?RIO VAZ
2012	RN	LAJES PINTADAS	PR	NIVALDO ALVES DA SILVA
1996	PE	ITAMBE	PSB	JOSE FREDERICO CESAR CARRAZZONI
2004	SE	CUMBE	PMDB	NILTON SANTANA DANTAS
2012	SE	PEDRA MOLE	DEM	JO?O JOSê DE CARVALHO NETO
2000	SP	SILVEIRAS	PPS	EDSON MENDES MOTA
2004	GO	ISRAELANDIA	PSDB	DEBORA LIZ DA SILVA E SOUSA
2012	GO	ITAGUARU	PR	EURIPEDES POTENCIANO DA SILVA
1996	RS	DOUTOR MAURICIO CARDOSO	PPB	CELITO SAVICZKI
2004	RS	PASSO FUNDO	PDT	AIRTON LANGARO DIPP
2012	RS	PASSO FUNDO	PPS	LUCIANO PALMA DE AZEVEDO
2000	BA	IRAMAIA	PFL	ANTONIO FERNANDO SOUZA RAMOS
2000	PE	PASSIRA	PSDB	MARIA APARECIDA LAURENTINO DA SILVA
1996	RN	JANDUIS	PPB	FRANCISCO GURGEL DE ALMEIDA
2004	TO	WANDERLANDIA	PMDB	JOSê MAUR?CIO VIANA DE MEDEIROS
2008	MG	CACHOEIRA DE PAJE?	PR	FABIO FERRAZ FRANCO
2008	MT	TAPURAH	PSDB	MILTON GELLER
2008	SC	SIDER?POLIS	PP	DOUGLAS GLEEN WARMLING
2012	TO	COMBINADO	PSD	MARIA DO SOCORRO FERREIRA DE MORAIS
2000	BA	ITAPETINGA	PL	JosÇ Ot†vio Curvelo
2004	RS	ITAQUI	PDT	BRUNO SILVA CONTURSI
2012	RS	IVOR?	PMDB	VERA BEATRIZ ROSSATO
1996	MG	NINHEIRA	PSDB	JUVENCIO COMPANHEIRO DE MATOS
1996	MG	CORREGO NOVO	PSDB	SILVIO GOMES FORNEAS
2000	PE	BELEM DE SAO FRANCISCO	PMDB	AN?BAL DE CARVALHO S? RORIZ
2000	SP	LORENA	PSDB	ALOISIO VIEIRA
2000	PI	PALMEIRA DO PIAUI	PP	JO?O CARLOS ANDRADE CAVALCANTE
2004	PR	LOANDA	PPS	ALVARO DE FREITAS NETTO
2012	PR	MARIP?	PPS	ANDERSON BENTO MARIA
2004	MG	SENHORA DO PORTO	PPS	JOSê DE AGUIAR MOUR?O SOBRINHO
2004	RS	PORTO ALEGRE	PT	RAUL JORGE ANGLADA PONT
2012	MG	SERITINGA	DEM	BARUC SEBASTI?O LANDIM
2012	RS	POÄO DAS ANTAS	PMDB	GLICERIO IVO JUNGES
1996	BA	CONDEUBA	PFL	MARCOLINO GONSALVES DA SILVA NETO
2000	MA	DUQUE BACELAR	PMDB	FRANCISCO DE ASSIS CORREIA BURLAMAQUI
2004	RO	CEREJEIRAS	PSDB	MANOEL FRANCISCO DE ALMEIDA
2008	AC	TARAUAC?	PP	ERISVANDO TORQUATO DO NASCIMENTO
2008	MG	BONITO DE MINAS	PR	JOSê RAIMUNDO VIANA
2008	MG	CATAS ALTAS	PT	SAULO MORAIS DE CASTRO
2008	RN	PAU DOS FERROS	DEM	LEONARDO NUNES R?GO
2008	SC	UNI?O DO OESTE	PMDB	EVERALDO LUIS CASONATTO
2008	SP	PIEDADE	PT	GEREMIAS RIBEIRO PINTO
2012	RN	TAIPU	PSD	ARIOSVALDO BANDEIRA JUNIOR
1996	PI	SANTO ANTONIO DE LISBOA	PTB	LUZANETE RODRIGUES DA SILVA
2000	MG	BORDA DA MATA	PL	FRANCISCO MARTINHO DE MELO JUNIOR
2000	MG	SENHORA DO PORTO	PFL	VALDIR DO CARMO PIMENTA
2000	RJ	CARDOSO MOREIRA	PMDB	GILSON NUNES SIQUEIRA
1996	MG	LARANJAL	PFL	JOSE VALDERDE DA SILVA
2004	SE	POCO VERDE	PSB	ANTONIO DA FONSECA DOREA
2012	SE	NOSSA SENHORA DE LOURDES	PSD	FABIO SILVA ANDRADE
2004	RS	LAGOA VERMELHA	PDT	MOACIR VOLPATO
2012	RS	LIBERATO SALZANO	PMDB	GILSON DE CARLI
2000	MA	BARAO DE GRAJAU	PFL	CEZAR QUEIROZ RIBEIRO
2004	BA	BAIANOPOLIS	PSDB	JANDIRA SOARES SILVA XAVIER
2004	SC	MIRIM DOCE	PP	HENRIQUE PERON
2012	BA	APUAREMA	PR	JOZILENE BARRETO RIBEIRO
2012	SC	MONDA?	PMDB	LENOIR DA ROCHA
1996	PR	SABAUDIA	PFL	ILSON MENDES
2000	RS	BOA VISTA DO BURICA	PP	ILOI FRANCISCO SCHONS
2004	MG	RESENDE COSTA	PSDB	GILBERTO JOSê PINTO
2004	SC	TREZE DE MAIO	PP	ARILTON FRANCISCONI CANDIDO
2012	MG	RECREIO	PTB	ONIO FIALHO MIRANDA
2012	SC	TREZE T?LIAS	PSDB	MAURO DRESCH
2004	PB	PILOES	PPS	IREMAR FL?R DE SOUZA
2012	PB	SANTA HELENA	PSD	EMMANUEL FELIPE LUCENA MESSIAS
1996	CE	CROATA	PSDB	JOSE ANTONIO RODRIGUES DE ARAGAO
2008	PA	S?O FêLIX DO XINGU	PTB	ANTONIO PAULINO DA SILVA
2008	PE	BREJINHO	PSB	JOSE VANDERLEI DA SILVA
2008	RS	TRAMANDA?	PP	ANDERSON JOSê TOMIELLO HOFFMEISTER
2008	SP	NIPO?	PTB	ANTONIO CARLOS RIBEIRO
2000	RS	ARROIO DO MEIO	PP	DANILO JOSê BRUXEL
2000	RS	NOVA PALMA	PP	ANTONIO CARLOS BERTOLDO PIGATTO
2000	SP	OSASCO	PTB	CELSO ANTONIO GIGLIO
2000	SP	TERRA ROXA	PMDB	SAMIR ASSAD NASSBINE
2004	PB	AMPARO	PDT	JO?O LUIS DE LACERDA JUNIOR
2012	PB	AREIAL	PMDB	CICERO PEDRO MEDA DE ALMEIDA
1996	RS	BARRACAO	PMDB	ARMANDO JARASZESKI REOLON
2004	MG	SAO DOMINGOS DAS DORES	PFL	GERALDO L?CIO DE LAIA SOUZA
2012	MG	S?O FRANCISCO DE SALES	PSB	VILMA DAS GRAÄAS OLIVEIRA
1996	GO	PORTELANDIA	PFL	JOAQUIM LACIDIO RODRIGUES
1996	PB	CAMALAU	PMDB	ANTONIO MARIANO SOBRINHO
1996	MG	CORONEL MURTA	PMDB	VANIA BITTENCOURT MURTA
1996	PR	CORONEL VIVIDA	PFL	PEDRO MEZZOMO
1996	CE	MIRAIMA	PSDB	ANTONIO ANASTACIO PEREIRA BARROSO
1996	GO	GOIANAPOLIS	PMDB	IVERTON JOAO GARCIA
2004	PI	CARIDADE DO PIAUI	PFL	JOSê FRANCISCO LOPES
2004	SP	POTIRENDABA	PP	CARLOS ADALBERTO RODRIGUES
2012	PI	JARDIM DO MULATO	PSB	AIRTON JOSê DA COSTA VELOSO
2012	SP	PONTES GESTAL	PSDB	DAVID DE SOUZA BATISTA
1996	PI	LUZILANDIA	PFL	RAIMUNDO NONATO MARQUES
2000	RS	MIRAGUAI	PMDB	JOSE ALENCAR LUTZ DOS SANTOS
2004	BA	GUANAMBI	PSDB	NILO AUGUSTO MORAES COELHO
2004	GO	SAO FRANCISCO DE GOIAS	PSDB	WATSON ARANTES GAMA
2012	BA	FLORESTA AZUL	DEM	SANDRA MAISA BALDUINO CARDOSO MARCELINO
2012	GO	PORTEL?NDIA	PSDB	AD?O RODRIGUES DE OLIVEIRA
1996	CE	GUARAMIRANGA	PMDB	DRAULIO JOSE BARSI DE HOLANDA
2008	RN	MONTE DAS GAMELEIRAS	PMN	EDNA RêGIA SALES PINHEIRO FRANKLIN DE ALBUQUERQUE
2008	RN	TIBAU DO SUL	PDT	EDMILSON IN?CIO DA SILVA
1996	CE	MONSENHOR TABOSA	PFL	JOSE ARAUJO SOUTO
2000	RS	SAO JOSE DO HORTENCIO	PMDB	ANIBALDO PETRY
2004	PA	SAO SEBASTIAO DA BOA VISTA	PT	LAêRCIO RODRIGUES PEREIRA
2012	PA	TERRA SANTA	PSD	MARCILIO COSTA PICANÄO
2004	SP	SERRA AZUL	PSDB	WILSON  EGYDIO DOS SANTOS
2012	SP	SEBASTIAN?POLIS DO SUL	PMDB	WALDOMIRO MENEGUINI
1996	AM	CARAUARI	PPB	GILBERTO RUFINO DE OLIVEIRA JUNIOR
1996	BA	TABOCAS DO BREJO VELHO	PMDB	MARTINIANO GONCALVES DE ARAUJO
2004	SC	CHAPADAO DO LAGEADO	PMDB	ANTONIO BIZATTO
2012	SC	CORONEL FREITAS	PT	MAURI JOSE ZUCCO
2000	SP	QUADRA	PSDB	OSCAR DIAS DA ROSA
2008	AM	URUCURITUBA	PT	EDIVALDO SILVA ARA?JO
2008	MG	TURMALINA	PMDB	ZAILSON JO?O MACEDO GODINHO
2008	SC	BRUN?POLIS	PMDB	VOLCIR CANUTO
2008	SP	GUARARAPES	PSDB	EDENILSON DE ALMEIDA
2008	SP	SANTO ANT?NIO DA ALEGRIA	PV	RICARDO DA SILVA SOBRINHO
1996	ES	MONTANHA	PDT	JULIO CESAR VAILANT CAPILLA
2004	MG	OURO PRETO	PMDB	ANGELO OSWALDO DE ARAUJO SANTOS
2004	PR	RONCADOR	PPS	ILIZEU PURETZ
2012	MG	OLHOS D'?GUA	PMDB	CLEVER APARECIDO AZEVEDO
2012	PR	REBOUÄAS	PSDB	CLAUDEMIR DOS SANTOS HERTHEL
1996	SP	NOVA CASTILHO	PSDB	JOS CARLOS HONORATO DA SILVA
2004	RS	SAO JOSE DO HERVAL	PDT	JUAREZ ROGERI
2012	RS	S?O FRANCISCO DE ASSIS	PP	HOR?CIO BENJAMIM DA SILVA BRASIL
2000	TO	SAO FELIX DO TOCANTINS	PP	ISAMAR MORAES RIBEIRO
2004	BA	NOVO TRIUNFO	PL	PEDRO JOSê CARVALHO ALMEIDA
2012	BA	POÄ?ES	PC do B	OTTO WAGNER DE MAGALHAES
1996	BA	MALHADA DE PEDRAS	PPB	RAMON DOS SANTOS
2004	RS	GRAMADO	PP	PEDRO HENRIQUE BERTOLUCCI
2012	RS	SANTA MARIA DO HERVAL	PP	RODRIGO FRITZEN
2000	MA	LAJEADO NOVO	PFL	DEUSDETE PEREIRA DOS SANTOS
2004	PR	MEDIANEIRA	PMDB	ELIAS CARRER
2012	PR	MARI?POLIS	PSD	MARIO EDUARDO LOPES PAULEK
1996	CE	SAO BENEDITO	PTB	JOAO ALMIR DE FREITAS BRANDAO
2000	RS	IPE	PP	DARCI ZANOTTO
2000	BA	VEREDA	PFL	FRANCISCO SILVA PASSOS
2004	MG	MATEUS LEME	PT	SILVIO CESAR DE OLIVEIRA
2008	CE	ANTONINA DO NORTE	PSB	EDISON AFONSO DE CARVALHO
2008	GO	MINEIROS	PSDB	NEIBA MARIA MORAES BARCELOS
2008	PI	AROAZES	PMDB	FRANCISCO BERNARDONE DA COSTA VALE
2008	RS	CORONEL BARROS	PP	OLIVAR SCHERER
2012	MG	MARMEL?POLIS	PP	ANT?NIO CARLOS LACERDA RIBEIRO
2000	CE	MONSENHOR TABOSA	PSDB	JOSê ARA?JO SOUTO
1996	PI	LAGOA DO PIAUI	PTB	RAIMUNDO NONATO DE CARVALHO LIMA
2000	SC	BANDEIRANTE	PMDB	JosÇ Carlos Berti
1996	MG	FRUTA DE LEITE	PFL	ALCEU GONCALVES DAS NEVES
1996	MG	GUARARA	PMDB	ANTONIO CARLOS DA ROCHA
1996	MT	MIRASSOL D'OESTE	PFL	ATAIDE PEREIRA LEITE
2000	MG	IPABA	PMDB	GERALDO DOS REIS NEVES
2004	PI	LAGOA DO PIAUI	PTB	MATIAS BARBOSA DE MIRANDA NETO
2012	PI	LUIS CORREIA	PP	ADRIANE MARIA MAGALHAES PRADO
2008	CE	MIRA?MA	PRB	ROBERTO IVENS UCH?A SALES
2008	GO	AREN?POLIS	DEM	ANTONIO PAI?O DE CAMPOS
2008	MA	LAGO DA PEDRA	DEM	MAURA JORGE ALVES DE MELO RIBEIRO
2008	MG	DION?SIO	PMDB	WEBER AMERICANO
2008	MG	DOM BOSCO	PSB	JO?O PAULO DA SILVA
2008	PB	S?O JOSê DO BREJO DO CRUZ	PMDB	ALDINEIDE SARAIVA DE OLIVEIRA
2008	PR	ARARUNA	PPS	CARLOS CARMINDO BONATO
2008	SP	PIACATU	PTB	NELSON BONFIM
1996	PR	FAZENDA RIO GRANDE	PDT	CELSO LUIZ SOARES ROCHA
1996	BA	IBIPITANGA	PFL	JOSE XAVIER MENDES
2000	PE	ITAPISSUMA	PSB	PAULO GERALDO XAVIER
2004	PB	PRATA	PSDB	MARCEL NUNES DE FARIAS
2012	PB	S?O JOSê DE CAIANA	PMDB	JOSê WALTER MARINHO MARSICANO JUNIOR
1996	BA	HELIOPOLIS	PSB	AROALDO BARBOSA DE ANDRADE
1996	SP	MONCOES	PSDB	FERNANDO RAMIRES
1996	CE	CAMOCIM	PSDB	SERGIO DE ARAUJO LIMA AGUIAR
1996	PR	IRATI	PMDB	ANTONIO TOTI COLACO VAZ
1996	PR	MARIA HELENA	PPB	LOURIVAL JOSE PEREIRA
1996	SC	GUARUJA DO SUL	PPB	NORBERTO LAWLESS
2000	GO	MONTE ALEGRE DE GOIAS	PP	FRANCISCO DONIZETE RIBEIRO DE QUEIROZ
2000	PR	BRAGANEY	PMDB	JO?O CAPPELLETTO
2004	GO	TERESINA DE GOIAS	PL	ODETE TEIXEIRA MAGALH?ES
2004	PB	JUNCO DO SERIDO	PSDB	OSVALDO BALDUINO GUEDES FILHO
2012	GO	SERRAN?POLIS	PMDB	SIDINEI PINHEIRO
2012	PB	LASTRO	PMDB	WILMESON EMMANUEL MENDES SARMENTO
2004	PB	RIACHO DOS CAVALOS	PSDB	SEBASTIAO PEREIRA PRIMO
2012	PB	JERIC?	DEM	CLAUDEEIDE DE OLIVEIRA MELO
1996	RS	PRESIDENTE LUCENA	PDT	ROQUE DANILO EXNER
2004	PE	PARANATAMA	PT	REGINALDO LEONEL E SILVA
2012	PE	RECIFE	PSB	GERALDO JULIO DE MELLO FILHO
2008	BA	ITAQUARA	DEM	ABIMAEL SOUZA TEIXEIRA
2008	GO	SERRAN?POLIS	PMDB	SIDINEI PINHEIRO
2008	PR	F?NIX	DEM	ALTAIR MOLINA SERRANO
2008	PR	XAMBR?	PPS	LUCAS CAMPANHOLI
2008	RS	PIRATINI	PSDB	VILSO AGNELO DA SILVA GOMES
2004	MG	ALVINOPOLIS	PMDB	MILTON AYRES DE FIGUEIREDO
2004	PI	URUCUI	PMDB	FRANCISCO DONATO LINHARES DE ARAUJO FILHO
2012	MG	AIMORêS	DEM	ALAERTE DA SILVA
2012	PI	S?O BRAZ DO PIAU?	PSB	PERIVALDO CAMPOS BRAGA
1996	RS	TAPES	PMDB	JOS WILSON DA SILVA
2000	MG	AIMORES	PMDB	JURANDIR DA ROCHA
2000	SP	IARAS	PSD	JOSE EDVAL DE MELO ARAUJO
2000	PA	PORTEL	PSDB	ELQUIAS NUNES DA SILVA MONTEIRO
1996	RS	SAO JOAO DA URTIGA	PT	GEREMIAS ANGELO ZUANAZZI URIO
2000	SP	SOROCABA	PSDB	RENATO FAUVEL AMARY
2004	SP	GABRIEL MONTEIRO	PFL	MIGUEL LOPES BELMONTE
2012	SP	FL?RIDA PAULISTA	PPS	MAXSICLEY GRISON
2004	BA	PARATINGA	PFL	AMENAIDE DE CARVALHO MOREIRA
2012	BA	PIRITIBA	PSB	IVAN SILVA CEDRAZ
2008	ES	S?O JOSê DO CALÄADO	PSDC	JOSE CARLOS DE ALMEIDA
2008	GO	RUBIATABA	PP	JOSE LUIZ FERNANDES
2008	PB	JUAZEIRINHO	PRB	BEVILACQUA MATIAS MARACAJA
2008	SE	RIACHUELO	PMDB	ANTONIO CARLOS LEITE FRANCO SOBRINHO
1996	MG	IPIACU	PMDB	URBINO CAPANEMA JUNIOR
1996	MS	ITAPORA	PMDB	ARYOVALDO MARIA BENTO
2000	PI	BRASILEIRA	PP	MESSIAS RIBEIRO BATISTA FILHO
2000	RN	PILOES	PFL	AUGUSTO JOSE DE AQUINO
1996	MG	DIVINOLANDIA DE MINAS	PL	JOSE LONGUINHOS DE FIGUEIREDO
2004	RN	BENTO FERNANDES	PSB	JOSE ROBENILSON FERREIRA
2012	RN	FELIPE GUERRA	PSD	HAROLDO FERREIRA DE MORAIS
1996	SP	RAFARD	PFL	MARCO ANTONIO NOGUEIRA DOS SANTOS
2004	PE	LAGOA DE ITAENGA	PMDB	CARLOS VICENTE DE ARRUDA SILVA
2004	RN	IELMO MARINHO	PMDB	GERMANO JACOME PATRIOTA
2004	SP	INDIAPORA	PSDB	RICARDO DESIDêRIO SILVEIRA ROCHA
2012	PE	MACAPARANA	PMDB	PAULO BARBOSA DA SILVA
2012	RN	MARTINS	DEM	OLGA CHAVES FERNANDES DE QUEIROZ FIGUEIREDO
2012	SP	INDIAPOR?	PSD	ELAINE ALVARES SILVEIRA ROCHA
2004	SP	OSCAR BRESSANE	PFL	JO?O ANTONIO ALVARES MARTINES
2012	SP	NOVA LUZIT?NIA	PSDB	GERMIRO FERREIRA LIMA
2000	RS	SAO PEDRO DAS MISSOES	PP	MAX AVILA RIBEIRO
2000	SC	IMBITUBA	PMDB	Osny Souza Filho
2004	BA	ITABUNA	PFL	FERNANDO GOMES OLIVEIRA
2012	BA	IREC?	PTN	LUIZ PIMENTEL SOBRAL
2004	AL	CRAIBAS	PPS	JOSE JADSON PEDRO DE FARIAS
2004	RS	ARROIO DO PADRE	PFL	GILNEI FISCHER
2004	RS	CARLOS BARBOSA	PP	IRANI CHIES
2012	AL	COITê DO N?IA	PMDB	JOSê DE SENA NETTO
2012	RS	ANDRê DA ROCHA	PMDB	IDAIR BEDIN
2012	RS	CERRO BRANCO	PMDB	MARLON LEANDRO MELCHIOR
1996	MT	ALTO ARAGUAIA	PFL	NOEMIA PRESSER NIEDERMEIER
2000	MS	SELVIRIA	PMDB	ACIR KAUAS
2004	MG	PIRANGA	PSDB	EDUARDO SêRGIO GUIMAR?ES
2008	MG	MOEMA	PTB	MARCELO FERREIRA MESQUITA
2008	MS	ANAURIL?NDIA	PMDB	EDSON STEFANO TAKAZONO
2008	MS	APARECIDA DO TABOADO	PMDB	ANDRê ALVES FERREIRA
2008	MT	S?O JOSê DO XINGU	DEM	GILBERTO MENDES LEONCINI
2008	PI	CABECEIRAS DO PIAU?	PTB	JOSE EVANJELISTA TORRES LOPES
2008	RS	CAP?O BONITO DO SUL	PTB	FRANCISCO DIMORVAN DUTRA VIEIRA
2008	RS	GIRU?	PDT	ANGELO FABIAM DUARTE THOMAS
2012	MG	POUSO ALTO	PSB	PAULO MANCILHA RANGEL
2004	MG	PEDRA AZUL	PFL	RICARDO MENDES PINTO
2012	MG	PEDRA DO INDAI?	PTB	CLAUDIO GONÄALVES COELHO
1996	PE	PARNAMIRIM	PL	PLACIDO DE AQUINO ANGELIM
1996	RN	TABOLEIRO GRANDE	PFL	DJALMA DA SILVA PEREIRA
1996	MA	CURURUPU	PSDB	JOSE DOS SANTOS AMADO
1996	MG	PERDIGAO	PMDB	RAIMUNDO DELFINO MAIA
2000	SP	PALMEIRA D OESTE	PMDB	DIRÄO TERUO YAMAMOTO
2000	GO	MINACU	PMDB	JOAQUIM DA SILVA PIRES
2000	MG	SAO PEDRO DO SUACUI	PFL	GERALDO MAGELA DOS REIS
1996	MG	CLARO DOS POCOES	PSDB	ILDO ALVES HORTA
1996	MG	SANTO ANTONIO DO AVENTUREIRO	PMDB	MAX MORAIS DE SOUZA
1996	RN	CARNAUBA DOS DANTAS	PFL	PAULO MEDEIROS
2000	PI	PIRIPIRI	PPS	LUIZ CAVALCANTE E MENEZES
2008	MG	ITAVERAVA	PSL	LUIZ ESTEVAM BARBOSA
2008	MG	MAR DE ESPANHA	PMDB	JAIR TEIXEIRA DE REZENDE
2008	MT	TORIXORêU	PSB	MAXIMO ANTONIO RODRIGUES DOS SANTOS
1996	SP	ARACARIGUAMA	PFL	MOYSES DE ANDRADE
2000	SC	IBIRAMA	PFL	GenÇsio Ayres Marchetti
1996	PR	MANOEL RIBAS	PTB	ANTONIO CAMILO
2000	BA	CACULE	PSC	JOAO ALIOMAR PEREIRA MALHEIROS
2004	RS	PONTAO	PT	DELMAR MAXIMO ZAMBIASI
2012	RS	PORTO XAVIER	PMDB	PAULO SOMMER
1996	MG	CORREGO DO BOM JESUS	PL	LAERCIO DO CARMO DA SILVA
2000	PI	SAO PEDRO DO PIAUI	PFL	DAVINA GONÄALVES CORDEIRO VELOSO
2004	BA	BAIXA GRANDE	PT	GILVAN RIOS DA SILVA
2012	BA	BARRA DA ESTIVA	PV	ADRIANO CARLOS DIAS PIRES
2004	GO	NOVA AURORA	PSDB	NEUZA MARIA DA SILVA ALCINO
2012	GO	NOVO PLANALTO	PMDB	DAVI JOSê DE SOUSA
1996	TO	RIACHINHO	PFL	VALDEMAR BATISTA NEPOMUCENO
2000	RJ	NILOPOLIS	PP	FARID ABR?O DAVID
2000	RS	SANTA CECILIA DO SUL	PDT	NEURI DALSOLIO
1996	SE	SALGADO	PPS	ANANIAS MENEZES NASCIMENTO
2000	PA	SAPUCAIA	PSB	MARCOS VINICIOS GOMES
2000	SP	MAIRINQUE	PRP	ANTONIO ALEXANDRE GEMENTE
2008	BA	NILO PEÄANHA	PMDB	MARIA DAS GRAÄAS SOARES DE OLIVEIRA
2008	MA	ARAGUAN?	DEM	MARCIO REGINO MENDONÄA WEBA
2008	MG	MORRO DO PILAR	PDT	CHRISTIAN VIEIRA DE MATOS
2008	RJ	ITAPERUNA	PSDB	CLAUDIO CERQUEIRA BASTOS
2008	RR	MUCAJA?	PMDB	ELTON VIEIRA LOPES
2008	SC	CAÄADOR	PSDB	SAULO SPEROTTO
2000	RN	VERA CRUZ	PFL	FRANCISCO NUNES PINHEIRO BORGES
2004	PB	TENORIO	PSDB	DENILTON GUEDES ALVES
2012	PB	PIL?EZINHOS	PMDB	ROSINALDO LUCENA MENDES
2004	RS	PORTAO	PMDB	ELOI ANT?NIO BESSON
2012	RS	PLANALTO	PDT	ANTONIO CARLOS DAMIN
2004	SC	TIMBO	PMDB	OSCAR SCHNEIDER
2012	SC	S?O MARTINHO	PP	JOSE SCHOTTEN
2000	BA	BARRA DA ESTIVA	PFL	DANTE GUTEMBERG XAVIER DE CASTRO
2008	MA	MATINHA	PV	EMANOEL RODRIGUES TRAVASSOS
2008	MG	CONQUISTA	PV	VERA LUCIA GUARDIEIRO
2008	PA	MONTE ALEGRE	PMDB	JARDEL VASCONCELOS CARMO
2008	PE	FLORESTA	PSB	ROSANGELA DE MOURA MANIÄOBA NOVAES FERRAZ
2008	PR	MANDAGUAÄU	PTB	ISMAEL IBRAIM FOUANI
2008	SP	ITIRAPINA	PT	OMAR DE OLIVEIRA LEITE
2000	MA	JENIPAPO DOS VIEIRAS	PSDB	FRANCISCO DE SOUSA ALMEIDA
1996	MG	DOM BOSCO	PFL	JOAO ALFREDO DA SILVA
1996	PE	PASSIRA	PMDB	MARIA APARECIDA LAURENTINO DA SILVA
2000	MG	RIO DOCE	PT	CARLOS GUIDUCCI SOARES
2004	PB	LAGOA DE DENTRO	PL	JOSê EDSON DA COSTA SILVA
2012	PB	CACIMBA DE AREIA	PSDB	ORISMAN FERREIRA DA N?BREGA
